Bandit,Reward,Algorithm
4,3.930489533641948,EpsilonGreedy
4,3.772899816985543,EpsilonGreedy
4,2.7891822423078176,EpsilonGreedy
4,3.8886730727270704,EpsilonGreedy
4,4.649425912397267,EpsilonGreedy
4,5.641285733080624,EpsilonGreedy
4,4.118411073224021,EpsilonGreedy
4,2.9032873981795264,EpsilonGreedy
4,1.9668357374632812,EpsilonGreedy
4,4.398269575198516,EpsilonGreedy
4,4.619791045974879,EpsilonGreedy
4,2.5634678401309827,EpsilonGreedy
4,6.138382190234087,EpsilonGreedy
4,2.4696099799032036,EpsilonGreedy
4,2.5664227839417175,EpsilonGreedy
4,6.465985213781561,EpsilonGreedy
4,3.582270697443001,EpsilonGreedy
4,4.956191106498539,EpsilonGreedy
4,2.760742880376064,EpsilonGreedy
4,6.096156138290908,EpsilonGreedy
4,4.999505346963791,EpsilonGreedy
4,4.557997207696118,EpsilonGreedy
4,3.667457332071715,EpsilonGreedy
4,2.4443030636297287,EpsilonGreedy
4,3.008893985844508,EpsilonGreedy
4,3.187645965572189,EpsilonGreedy
4,0.9354809719369293,EpsilonGreedy
4,3.446942223877102,EpsilonGreedy
4,5.064626424682478,EpsilonGreedy
4,2.6918992286043766,EpsilonGreedy
4,4.027385680505288,EpsilonGreedy
4,3.267922301221683,EpsilonGreedy
4,4.534375749593314,EpsilonGreedy
4,4.686279314725659,EpsilonGreedy
4,3.0653657199449205,EpsilonGreedy
4,3.4333228234162108,EpsilonGreedy
4,3.2047381178259595,EpsilonGreedy
4,3.2742637027849613,EpsilonGreedy
4,4.113246498519972,EpsilonGreedy
4,5.39115078272267,EpsilonGreedy
4,3.9474094511756976,EpsilonGreedy
4,2.5954549952491246,EpsilonGreedy
4,4.1674816857951,EpsilonGreedy
4,4.909079672429609,EpsilonGreedy
4,3.738157929893488,EpsilonGreedy
4,2.156319639070969,EpsilonGreedy
4,3.9352823804863553,EpsilonGreedy
4,5.673204572404817,EpsilonGreedy
4,4.712763732933574,EpsilonGreedy
4,4.037472252314001,EpsilonGreedy
4,2.715314575166894,EpsilonGreedy
4,2.3798532557939316,EpsilonGreedy
4,2.7090766392726326,EpsilonGreedy
4,3.9261944884127393,EpsilonGreedy
4,4.864699605824663,EpsilonGreedy
4,5.219294856470651,EpsilonGreedy
4,6.070014783316864,EpsilonGreedy
4,3.3130736356604236,EpsilonGreedy
4,3.6170845801147378,EpsilonGreedy
4,4.7611925208220685,EpsilonGreedy
4,3.87787772162142,EpsilonGreedy
4,5.505910373035958,EpsilonGreedy
4,1.8073361974691253,EpsilonGreedy
4,3.0871361158549244,EpsilonGreedy
4,4.550747802392549,EpsilonGreedy
4,4.343754514357632,EpsilonGreedy
4,4.091022829754316,EpsilonGreedy
4,4.6511699290292325,EpsilonGreedy
4,3.2372853292114625,EpsilonGreedy
4,3.251288220724912,EpsilonGreedy
4,3.5774743349787568,EpsilonGreedy
4,2.574059601075378,EpsilonGreedy
4,2.108971709986158,EpsilonGreedy
4,3.2761928340506867,EpsilonGreedy
4,3.600629298268712,EpsilonGreedy
4,2.615581681244224,EpsilonGreedy
4,3.740785208653305,EpsilonGreedy
4,2.9920877758229,EpsilonGreedy
4,2.392137968284649,EpsilonGreedy
4,2.6550795253682273,EpsilonGreedy
4,4.136546799330174,EpsilonGreedy
4,3.226449867865494,EpsilonGreedy
